timestamp,is_keyframe,frame_id,reproj_error_mean,reproj_error_median,feature_lifetime_mean,feature_lifetime_median,num_tracked_features,num_new_features,survival_rate,parallax_avg,imu_bias_acc_norm,imu_bias_gyr_norm,imu_bias_acc_delta,imu_bias_gyr_delta,optical_flow_mean,optical_flow_median,depth_mean,depth_variance,num_triangulated,solver_initial_cost,solver_final_cost,solver_iterations,solver_converged,solver_time_ms,marginalization_factor_cost,imu_factor_cost,visual_factor_cost,visual_factor_count,visual_factor_cost_avg,imu_preint_cov_trace_mean,imu_preint_cov_trace_latest,visual_meas_cov_trace,imu_visual_pos_disagreement,imu_visual_vel_disagreement,cov_valid,cov_marginal,cov_compute_ms,cov_pos_x,cov_pos_y,cov_pos_z,cov_pos_trace,cov_rot_x,cov_rot_y,cov_rot_z,cov_rot_trace,cov_vel_x,cov_vel_y,cov_vel_z,cov_vel_trace,cov_ba_x,cov_ba_y,cov_ba_z,cov_ba_trace,cov_bg_x,cov_bg_y,cov_bg_z,cov_bg_trace
4.160000000,1,108,0.605611,0.205035,5.512000,3.000000,107,15,0.877049,28.708974,0.041942,0.000805,0.000000,0.000000,0.133472,0.083663,8.552681,167.190673,150,660.45677335,218.47012997,5,0,11.86609268,0.00000000,19.91810555,198.55202443,1066,0.18625893,0.00010378,0.00000304,0.00000402,0.062786,1.569640,1,1,9.817901,0.001295,0.005964,0.000676,0.006140,0.000370,0.001077,0.000490,0.001240,0.004262,0.007378,0.002550,0.008894,0.000078,0.001908,0.000110,0.001913,0.000185,0.000193,0.000223,0.000348
4.240000000,0,109,0.771570,0.108798,5.170213,4.000000,107,17,0.862903,19.998223,0.049544,0.000778,0.000000,0.000000,0.148766,0.100401,7.618390,61.905990,149,1310.41059140,402.55920403,5,0,12.18008995,53.12241573,59.19249787,290.24429043,926,0.31343876,0.00010378,0.00000304,0.00000402,0.062772,1.569375,1,0,0.940356,0.000046,0.000046,0.000046,0.000080,0.000086,0.000085,0.000099,0.000156,0.000999,0.001001,0.000998,0.001731,0.000014,0.000014,0.000014,0.000024,0.000001,0.000001,0.000001,0.000002
4.320000000,1,110,0.555245,0.106824,4.935065,3.000000,94,16,0.854545,27.683949,0.058843,0.000761,0.000000,0.000000,0.169987,0.138467,7.558915,54.632423,144,1025.36534403,268.63455548,5,0,10.52308083,40.47274214,59.18905153,168.97276181,858,0.19693795,0.00010409,0.00000304,0.00000402,0.062784,1.569611,1,1,8.798696,0.001285,0.004640,0.000561,0.004847,0.000336,0.000945,0.000423,0.001088,0.003773,0.006575,0.002286,0.007918,0.000072,0.001843,0.000107,0.001847,0.000179,0.000183,0.000202,0.000326
4.400000000,0,110,0.700616,0.144266,4.787500,3.000000,98,11,0.899083,14.061496,0.066104,0.000656,0.000000,0.000000,0.136011,0.141969,7.040583,28.691634,154,1745.12315432,398.11182976,5,0,11.31200790,70.28910105,90.79363663,237.02909209,871,0.27213443,0.00010409,0.00000304,0.00000402,0.062790,1.569732,1,0,0.896580,0.000046,0.000046,0.000046,0.000080,0.000085,0.000085,0.000099,0.000156,0.000999,0.001000,0.000998,0.001731,0.000014,0.000014,0.000014,0.000024,0.000001,0.000001,0.000001,0.000002
4.480000000,1,113,0.807254,0.148723,4.502041,2.000000,87,17,0.836538,24.193515,0.065958,0.000520,0.000000,0.000000,0.094216,0.072698,6.709547,21.268369,149,1740.62527396,446.46907365,5,0,24.12414551,72.11727251,112.10515561,262.24664553,822,0.31903485,0.00010441,0.00000304,0.00000402,0.062809,1.570106,1,1,18.154707,0.000802,0.004586,0.000544,0.004688,0.000340,0.000956,0.000424,0.001100,0.002740,0.006987,0.002117,0.007798,0.000065,0.001792,0.000106,0.001797,0.000176,0.000179,0.000195,0.000318
4.560000000,0,115,0.870215,0.428768,4.324324,2.000000,92,15,0.859813,9.447095,0.064297,0.000465,0.000000,0.000000,0.060234,0.023264,6.587334,20.036245,154,1846.31617150,566.66964079,5,0,26.33309364,140.26610729,155.47325934,270.93027416,817,0.33161600,0.00010441,0.00000304,0.00000402,0.062782,1.569565,1,0,1.745352,0.000046,0.000046,0.000046,0.000080,0.000086,0.000086,0.000099,0.000157,0.001001,0.001001,0.000999,0.001732,0.000014,0.000014,0.000014,0.000024,0.000001,0.000001,0.000001,0.000002
4.640000000,0,117,0.657534,0.372900,4.149254,2.000000,93,22,0.808696,10.031708,0.065930,0.000467,0.000000,0.000000,0.078545,0.072049,6.596440,20.075831,157,1659.28085820,383.80958590,5,0,25.25615692,93.31753075,122.39528893,168.09676622,795,0.21144247,0.00010472,0.00000304,0.00000402,0.062781,1.569537,1,0,1.863816,0.000046,0.000046,0.000046,0.000080,0.000086,0.000086,0.000099,0.000157,0.001000,0.001001,0.000999,0.001732,0.000014,0.000014,0.000014,0.000024,0.000001,0.000001,0.000001,0.000002
4.720000000,0,119,0.644278,0.310815,4.202290,2.000000,96,6,0.941176,11.008634,0.064696,0.000484,0.000000,0.000000,0.108323,0.105913,6.603274,19.859114,161,1685.47980446,377.48858735,5,0,28.19514275,92.27993637,120.38328003,164.82537095,786,0.20970149,0.00010506,0.00000323,0.00000402,0.062788,1.569679,1,0,2.030857,0.000048,0.000048,0.000048,0.000083,0.000088,0.000088,0.000102,0.000161,0.001031,0.001031,0.001030,0.001785,0.000015,0.000015,0.000015,0.000025,0.000001,0.000001,0.000001,0.000003
4.800000000,0,121,0.775030,0.415467,4.262745,2.000000,93,11,0.894231,17.156809,0.058495,0.000505,0.000000,0.000000,0.064373,0.041075,6.531866,19.010660,163,1795.34818561,442.32066191,5,0,27.98008919,92.99720170,133.66688918,215.65657103,780,0.27648278,0.00010540,0.00000304,0.00000402,0.062802,1.570001,1,0,2.253771,0.000046,0.000046,0.000046,0.000080,0.000089,0.000089,0.000099,0.000161,0.001000,0.001001,0.000999,0.001732,0.000014,0.000014,0.000014,0.000024,0.000001,0.000001,0.000001,0.000002
4.880000000,1,124,0.789744,0.362453,4.196911,2.000000,94,10,0.903846,23.086055,0.075413,0.000565,0.000000,0.000000,0.338134,0.327993,6.394432,18.071158,165,1781.75460201,491.47370567,5,0,29.10685539,94.08811675,176.50511938,220.88046954,771,0.28648569,0.00010577,0.00000304,0.00000402,0.062806,1.570090,1,1,23.628011,0.001013,0.006157,0.000917,0.006307,0.000369,0.000925,0.000436,0.001087,0.002795,0.007991,0.002586,0.008852,0.000062,0.001739,0.000115,0.001744,0.000170,0.000173,0.000186,0.000306
