4.08000 -0.01390 -0.48891 0.02968 0.69716 -0.71688 0.00664 0.00322
4.16000 -0.00725 -0.54029 0.03472 0.69038 -0.72340 0.00788 -0.00031
4.24000 0.08256 -0.69277 0.09286 0.68716 -0.72647 0.00784 -0.00023
4.32000 0.14208 -0.72886 0.05558 0.68863 -0.72508 0.00711 0.00083
4.40000 0.06746 -0.52740 0.03637 0.68439 -0.72910 0.00468 0.00046
4.48000 0.03929 -0.51314 0.01894 0.67957 -0.73358 0.00478 0.00460
4.56000 0.08451 -0.56104 0.01204 0.67700 -0.73597 0.00091 -0.00438
4.64000 0.03135 -0.45333 -0.02248 0.68033 -0.73289 0.00386 -0.00213
4.72000 0.00796 -0.60023 -0.01237 0.68167 -0.73163 0.00626 0.00321
4.80000 0.00482 -0.55981 -0.02864 0.67774 -0.73529 0.00357 -0.00101
4.88000 0.02841 -0.28448 -0.07509 0.67744 -0.73552 0.00442 0.00814
4.96000 0.00385 -0.64850 -0.04354 0.68275 -0.73061 0.00284 0.00708
5.04000 -0.01787 -0.85732 -0.01339 0.67813 -0.73491 0.00290 0.00587
5.12000 0.07610 -0.82022 -0.03530 0.67608 -0.73676 0.00932 -0.00079
5.20000 0.05620 -0.87992 -0.01551 0.68859 -0.72482 0.00812 -0.02017
5.28000 0.02443 -1.32722 -0.01484 0.69497 -0.71833 0.01876 -0.02604
5.36000 0.04749 -1.34015 -0.00943 0.68746 -0.72428 0.02646 -0.04592
5.44000 0.02335 -1.58680 -0.01534 0.68479 -0.72506 0.02920 -0.06703
5.52000 0.00317 -1.81671 -0.02635 0.69207 -0.71781 0.03957 -0.06491
5.60000 -0.02109 -1.95479 -0.01431 0.68900 -0.71986 0.04792 -0.06919
5.68000 -0.03683 -2.03436 -0.00619 0.68435 -0.72451 0.05629 -0.05986
5.76000 -0.08862 -2.38247 -0.00725 0.68322 -0.72511 0.07062 -0.04936
5.84000 -0.12324 -2.51531 -0.02954 0.69035 -0.71827 0.07036 -0.05056
5.92000 -0.12955 -2.50616 -0.02732 0.69215 -0.71669 0.06761 -0.05216
6.00000 -0.14241 -2.56815 -0.03827 0.69162 -0.71681 0.06640 -0.05865
6.08000 -0.13532 -2.62464 -0.05991 0.69521 -0.71390 0.06832 -0.04869
6.16000 -0.14835 -2.72606 -0.06174 0.69815 -0.71129 0.06090 -0.05432
6.24000 -0.16900 -2.83756 -0.04991 0.69543 -0.71379 0.05593 -0.06127
6.32000 -0.18545 -2.94268 -0.05002 0.69326 -0.71591 0.05509 -0.06185
6.40000 -0.20190 -3.03665 -0.06214 0.69459 -0.71419 0.05143 -0.06956
6.48000 -0.20950 -3.12628 -0.06014 0.70035 -0.70866 0.05711 -0.06360
6.56000 -0.22341 -3.21459 -0.03786 0.69519 -0.71360 0.05778 -0.06448
6.64000 -0.24301 -3.31853 -0.03260 0.69091 -0.71705 0.05844 -0.07124
6.72000 -0.26101 -3.44312 -0.03911 0.69578 -0.71205 0.06345 -0.06965
6.80000 -0.28689 -3.54049 -0.02998 0.69459 -0.71212 0.06536 -0.07853
6.88000 -0.29888 -3.57822 -0.01005 0.68812 -0.71794 0.07182 -0.07675
6.96000 -0.34468 -3.75730 -0.01177 0.68617 -0.71901 0.08135 -0.07470
7.04000 -0.37073 -3.85701 -0.02122 0.69233 -0.71279 0.08489 -0.07343
7.12000 -0.38825 -3.94028 -0.01378 0.69321 -0.71216 0.08588 -0.07016
7.20000 -0.40790 -4.02503 -0.01476 0.68971 -0.71507 0.08750 -0.07293
7.28000 -0.43025 -4.13689 -0.02182 0.68806 -0.71638 0.09201 -0.07005
7.36000 -0.46588 -4.23258 -0.02011 0.68960 -0.71312 0.09556 -0.08230
7.44000 -0.51065 -4.32827 -0.00943 0.68500 -0.71442 0.09897 -0.10288
7.52000 -0.54842 -4.43572 -0.00868 0.68012 -0.71753 0.10266 -0.10974
7.60000 -0.59039 -4.58287 -0.01565 0.67887 -0.71800 0.11285 -0.10428
7.68000 -0.63029 -4.73335 -0.01718 0.68731 -0.70988 0.12201 -0.09374
7.76000 -0.65749 -4.82592 -0.01064 0.68591 -0.71088 0.12285 -0.09536
7.84000 -0.67488 -4.89165 -0.01684 0.68374 -0.71290 0.12349 -0.09506
7.92000 -0.70250 -5.00379 -0.02659 0.68924 -0.70831 0.12448 -0.08805
8.00000 -0.74117 -5.09506 -0.02169 0.68878 -0.70696 0.12777 -0.09729
8.08000 -0.78485 -5.18103 -0.01588 0.68310 -0.70993 0.13018 -0.11146
8.16000 -0.81562 -5.24750 -0.02143 0.67958 -0.71081 0.13308 -0.12334
8.24000 -0.85773 -5.35990 -0.03247 0.68577 -0.70340 0.13687 -0.12733
8.32000 -0.89427 -5.46617 -0.02529 0.68775 -0.70138 0.13749 -0.12714
8.40000 -0.92870 -5.55968 -0.02060 0.68280 -0.70589 0.13635 -0.13004
8.48000 -0.96045 -5.65856 -0.02382 0.68306 -0.70594 0.14531 -0.11819
8.56000 -1.00317 -5.76461 -0.02505 0.68638 -0.70295 0.14282 -0.11977
8.64000 -1.04966 -5.84440 -0.01132 0.68195 -0.70474 0.14560 -0.13069
8.72000 -1.10098 -5.92551 -0.01005 0.67625 -0.70552 0.15395 -0.14569
8.80000 -1.15085 -5.99177 -0.01498 0.66683 -0.70813 0.14989 -0.17727
