3.76000 -0.01466 -0.20971 -0.01281 0.69234 -0.72156 0.00329 0.00165
3.84000 -0.01551 -0.21995 -0.00534 0.69457 -0.71942 0.00194 0.00163
3.92000 -0.03792 -0.38215 0.00841 0.69400 -0.71997 0.00151 0.00246
4.00000 -0.04877 -0.45122 0.01302 0.69172 -0.72215 0.00244 0.00399
4.08000 -0.06666 -0.54312 0.01182 0.69151 -0.72237 0.00235 0.00136
4.16000 -0.00376 -0.52728 0.00358 0.69772 -0.71626 0.01112 0.00512
4.24000 -0.07971 -0.68826 0.02035 0.69660 -0.71739 0.00687 0.00704
4.32000 -0.08738 -0.75444 0.02928 0.69208 -0.72176 0.00764 0.00493
4.40000 -0.09082 -0.83030 0.03200 0.68716 -0.72641 0.00937 0.00786
4.48000 -0.09082 -0.91919 0.03241 0.68391 -0.72925 0.01507 0.01542
4.56000 -0.09724 -1.00462 0.03558 0.68771 -0.72579 0.01104 0.01253
4.64000 -0.10156 -1.07469 0.04817 0.68636 -0.72711 0.01023 0.01123
4.72000 -0.10431 -1.14517 0.05343 0.68424 -0.72907 0.01071 0.01271
4.80000 -0.10662 -1.23077 0.05214 0.68238 -0.73071 0.01426 0.01473
4.88000 -0.10924 -1.32788 0.04130 0.68856 -0.72494 0.01387 0.01243
4.96000 -0.10654 -1.41066 0.04290 0.69387 -0.71984 0.01439 0.01346
5.04000 -0.09918 -1.48471 0.05055 0.69550 -0.71816 0.01651 0.01561
5.12000 -0.09440 -1.56154 0.05921 0.69462 -0.71909 0.01612 0.01277
5.20000 -0.07515 -1.64515 0.05520 0.69366 -0.71983 0.01856 0.01832
5.28000 -0.06076 -1.74023 0.04555 0.69965 -0.71391 0.01899 0.02145
5.36000 -0.05621 -1.81929 0.05183 0.70132 -0.71230 0.01924 0.02023
5.44000 -0.05197 -1.88432 0.06459 0.69846 -0.71499 0.02072 0.02279
5.52000 -0.05476 -1.95080 0.06853 0.69620 -0.71720 0.01982 0.02339
5.60000 -0.05819 -2.04626 0.06324 0.69473 -0.71869 0.01977 0.02095
5.68000 -0.06102 -2.13448 0.05145 0.70054 -0.71274 0.02593 0.02413
5.76000 -0.06176 -2.20473 0.05296 0.70264 -0.71066 0.02495 0.02507
5.84000 -0.06601 -2.26710 0.06477 0.69621 -0.71762 0.01163 0.01314
5.92000 -0.06760 -2.32363 0.06558 0.69467 -0.71896 0.01728 0.01519
6.00000 -0.06339 -2.43515 0.06589 0.69307 -0.71986 0.02635 0.02757
6.08000 -0.06368 -2.50484 0.06793 0.69500 -0.71826 0.02185 0.02445
6.16000 -0.06852 -2.57809 0.07963 0.69346 -0.72000 0.01833 0.01956
6.24000 -0.07027 -2.63812 0.08620 0.69133 -0.72208 0.01686 0.01964
6.32000 -0.07143 -2.71816 0.08777 0.68872 -0.72450 0.01878 0.02038
6.40000 -0.07292 -2.80821 0.08227 0.69173 -0.72171 0.01841 0.01727
6.48000 -0.06682 -2.86581 0.08757 0.69468 -0.71878 0.01950 0.01997
6.56000 -0.06269 -2.92836 0.09759 0.69325 -0.72020 0.01847 0.01914
6.64000 -0.06048 -2.99004 0.10097 0.69002 -0.72333 0.01848 0.01802
6.72000 -0.05450 -3.07585 0.10275 0.68685 -0.72623 0.01990 0.02070
6.80000 -0.04989 -3.16557 0.10255 0.69039 -0.72288 0.01857 0.02154
6.88000 -0.05128 -3.23211 0.10713 0.69306 -0.72059 0.01358 0.01540
6.96000 -0.05104 -3.29993 0.11406 0.69156 -0.72190 0.01612 0.01864
7.04000 -0.05628 -3.37194 0.11235 0.68936 -0.72394 0.01729 0.01977
7.12000 -0.06675 -3.45426 0.10425 0.68938 -0.72412 0.01458 0.01412
7.20000 -0.06727 -3.53804 0.10071 0.69605 -0.71755 0.01830 0.01736
7.28000 -0.06613 -3.59689 0.10997 0.69552 -0.71809 0.01759 0.01719
7.36000 -0.06366 -3.63547 0.11478 0.69358 -0.71999 0.01790 0.01566
7.44000 -0.06156 -3.71680 0.11640 0.68965 -0.72372 0.01766 0.01718
7.52000 -0.05927 -3.78795 0.11394 0.69152 -0.72178 0.01922 0.02139
7.60000 -0.06176 -3.85999 0.11821 0.69467 -0.71902 0.01386 0.01593
7.68000 -0.06188 -3.92961 0.12587 0.69396 -0.71961 0.01619 0.01790
7.76000 -0.06400 -3.99678 0.12959 0.69133 -0.72210 0.01669 0.01890
7.84000 -0.07097 -4.08752 0.13050 0.68916 -0.72427 0.01552 0.01608
7.92000 -0.07324 -4.17345 0.12670 0.69571 -0.71774 0.02139 0.01964
8.00000 -0.07306 -4.26061 0.12763 0.69786 -0.71558 0.02107 0.02221
8.08000 -0.07459 -4.29250 0.12911 0.69566 -0.71804 0.01545 0.01533
8.16000 -0.07395 -4.36822 0.12775 0.69390 -0.71971 0.01705 0.01535
8.24000 -0.06667 -4.44990 0.12419 0.69585 -0.71739 0.02348 0.02449
8.32000 -0.06438 -4.50771 0.12306 0.69750 -0.71590 0.02148 0.02295
8.40000 -0.06754 -4.57300 0.13509 0.69543 -0.71806 0.01914 0.01990
8.48000 -0.06934 -4.63548 0.14031 0.69239 -0.72095 0.01940 0.02133
8.56000 -0.07181 -4.70811 0.14030 0.68942 -0.72380 0.01962 0.02045
8.64000 -0.07728 -4.77169 0.13398 0.69222 -0.72140 0.01490 0.01385
8.72000 -0.07264 -4.84668 0.13612 0.69617 -0.71733 0.01966 0.01991
8.80000 -0.06838 -4.90363 0.13944 0.69696 -0.71657 0.01985 0.01950
8.88000 -0.06475 -4.96373 0.13784 0.69667 -0.71690 0.01968 0.01804
8.96000 -0.05759 -5.04133 0.13441 0.69517 -0.71830 0.01958 0.01999
9.04000 -0.05231 -5.13236 0.12941 0.69829 -0.71497 0.02320 0.02600
9.12000 -0.05615 -5.19269 0.13188 0.70159 -0.71223 0.01449 0.01695
9.20000 -0.05429 -5.25213 0.13932 0.69956 -0.71410 0.01661 0.02021
9.28000 -0.05421 -5.32230 0.14203 0.69598 -0.71731 0.02083 0.02534
9.36000 -0.05832 -5.40871 0.14228 0.69390 -0.71945 0.01902 0.02300
