target,variable,n,pearson_r,pearson_p,spearman_rho,spearman_p,abs_spearman_rho
rpe_translation_m,imu_rotation_cov_trace,550,0.3082436027261469,1.432486336319319e-13,0.5226755808761584,6.940762484435311e-40,0.5226755808761584
rpe_translation_m,imu_preintegration_dt_sec,550,0.3053718751084428,2.4631387424344796e-13,0.5216771562644554,1.0299620945078676e-39,0.5216771562644554
rpe_translation_m,imu_position_cov_trace,550,-0.011757136701438867,0.7832305831559487,0.520153602437126,1.8762796294802032e-39,0.520153602437126
rpe_translation_m,imu_velocity_cov_trace,550,0.1667346831876994,8.533035095683691e-05,0.5196739031006999,2.264838840725812e-39,0.5196739031006999
rpe_translation_m,rpe_rotation_deg,550,-0.4561758327082793,1.2778531564685019e-29,-0.49103985617984014,1.0143633548383511e-34,0.49103985617984014
rpe_translation_m,latest_frame_active_reprojection_sum_px,550,0.11990494663353453,0.004865780769689325,0.24454349811524545,6.230397231400376e-09,0.24454349811524545
rpe_translation_m,latest_frame_active_reprojection_sample_count,550,0.27923267004397984,2.6153622302544332e-11,0.24271217718444235,8.13743845185689e-09,0.24271217718444235
rpe_translation_m,tracked_feature_count,550,0.27247890155995874,8.08405463860253e-11,0.23906132438437974,1.3769021427578401e-08,0.23906132438437974
rpe_translation_m,new_feature_count,550,-0.2724789015599588,8.08405463860253e-11,-0.23906132438437974,1.3769021427578401e-08,0.23906132438437974
rpe_translation_m,reprojection_sample_count,550,0.22142659000293774,1.5513295918976857e-07,0.19673297473046714,3.3385954465225582e-06,0.19673297473046714
rpe_translation_m,long_track_count,550,0.22725358593837647,7.120712050146798e-08,0.1788266201789635,2.460808071782483e-05,0.1788266201789635
rpe_translation_m,latest_frame_active_reprojection_mean_px,550,0.10287138259288645,0.015801649977748796,0.15087034096882063,0.00038447638501301135,0.15087034096882063
rpe_translation_m,avg_reprojection_error_px,550,0.11193351244420105,0.008604963805920378,0.11631700660768525,0.0063153067294380765,0.11631700660768525
rpe_translation_m,outlier_count,550,0.010580288942501678,0.80446543958856,0.05030347636323409,0.2388831913705812,0.05030347636323409
rpe_translation_m,max_reprojection_error_px,550,-0.008662889508309977,0.8393661199325986,0.04952134176852275,0.2462737787767698,0.04952134176852275
rpe_translation_m,feature_count,550,0.010917292675270682,0.7983691330331981,-0.0011025463234379058,0.9794183106220388,0.0011025463234379058
rpe_translation_m,avg_parallax_px,550,-0.0831360572239585,0.051337002336462725,0.000348063172833098,0.9935019133129446,0.000348063172833098
rpe_rotation_deg,rpe_translation_m,550,-0.4561758327082794,1.2778531564684116e-29,-0.49103985617984014,1.0143633548383511e-34,0.49103985617984014
rpe_rotation_deg,imu_preintegration_dt_sec,550,-0.2906013220384188,3.646509395415411e-12,-0.45504386258300367,1.8299400876597303e-29,0.45504386258300367
rpe_rotation_deg,imu_rotation_cov_trace,550,-0.2918491924699922,2.921357339438857e-12,-0.43713526643210016,4.503153360522342e-27,0.43713526643210016
rpe_rotation_deg,imu_position_cov_trace,550,-0.03809663611187055,0.372534254237426,-0.4359062983225718,6.493058797172031e-27,0.4359062983225718
rpe_rotation_deg,imu_velocity_cov_trace,550,-0.17942194973717318,2.3096435034104562e-05,-0.4251797209814348,1.4871040993284182e-25,0.4251797209814348
rpe_rotation_deg,reprojection_sample_count,550,-0.5528434616694385,2.4148143236539813e-45,-0.2306669244979472,4.4683929483028326e-08,0.2306669244979472
rpe_rotation_deg,latest_frame_active_reprojection_sample_count,550,-0.4723677943199033,6.465589468323346e-32,-0.2225143446691391,1.3435983680793135e-07,0.2225143446691391
rpe_rotation_deg,tracked_feature_count,550,-0.4558868732318206,1.4007077731371203e-29,-0.2188646919873577,2.170179721178519e-07,0.2188646919873577
rpe_rotation_deg,new_feature_count,550,0.45588687323182053,1.4007077731371203e-29,0.2188646919873577,2.170179721178519e-07,0.2188646919873577
rpe_rotation_deg,long_track_count,550,-0.36736864057001506,5.131948329027081e-19,-0.19369917092036598,4.745879480413735e-06,0.19369917092036598
rpe_rotation_deg,feature_count,550,-0.34926099632710905,3.187576307275312e-17,-0.13620457927720578,0.0013650210697427139,0.13620457927720578
rpe_rotation_deg,latest_frame_active_reprojection_mean_px,550,-0.030990161899295255,0.4682652906475781,0.0812817232453661,0.056774664653567064,0.0812817232453661
rpe_rotation_deg,max_reprojection_error_px,550,-0.0030528049337016205,0.9430540196594729,0.0759647049171312,0.07506781028196352,0.0759647049171312
rpe_rotation_deg,avg_parallax_px,550,0.21872113318383796,2.211124785940055e-07,-0.06874642656897827,0.10729216722368289,0.06874642656897827
rpe_rotation_deg,avg_reprojection_error_px,550,0.035793266325373975,0.4021513570629711,0.0543469625294028,0.20316351822530287,0.0543469625294028
rpe_rotation_deg,outlier_count,550,0.16759133330823933,7.835075569897638e-05,0.020121049860710612,0.6377446149886237,0.020121049860710612
rpe_rotation_deg,latest_frame_active_reprojection_sum_px,550,-0.04574423724034579,0.28420657714353614,-0.012304665770495408,0.7734046366204602,0.012304665770495408
