target,variable,n,pearson_r,pearson_p,spearman_rho,spearman_p,abs_spearman_rho
rpe_translation_m,pose_rotation_cov_trace_rad2,1419,0.07052731004534686,0.00786746398984099,0.4743667288968866,1.6211601656909705e-80,0.4743667288968866
rpe_translation_m,feature_count,1419,-0.13368110814759393,4.3270167477775665e-07,-0.24878551715936878,1.8460203399973474e-21,0.24878551715936878
rpe_translation_m,new_feature_count,1419,0.009239538261414701,0.728027520512723,0.23175701571645968,9.303908397828014e-19,0.23175701571645968
rpe_translation_m,tracked_feature_count,1419,-0.012457441467423398,0.6391613542667488,-0.2314639140862608,1.0312069249020307e-18,0.2314639140862608
rpe_translation_m,latest_frame_active_reprojection_sample_count,1419,-0.008673487830434007,0.7440875681564916,-0.21944309306184673,6.210014255553734e-17,0.21944309306184673
rpe_translation_m,long_track_count,1419,-0.09015864911181294,0.0006734267188396634,-0.19954222325119947,3.2872976006578624e-14,0.19954222325119947
rpe_translation_m,reprojection_sample_count,1419,-0.060469066161794816,0.022731117245211086,-0.16704503424771455,2.4276825498377326e-10,0.16704503424771455
rpe_translation_m,latest_frame_active_reprojection_sum_px,1419,0.020238209385302887,0.44619623838100936,0.1606264789001185,1.1652279618880068e-09,0.1606264789001185
rpe_translation_m,avg_parallax_px,1419,0.028359530453531116,0.285716370293784,0.1474634155025718,2.3978778962876437e-08,0.1474634155025718
rpe_translation_m,latest_frame_active_reprojection_mean_px,1419,0.01492230637236086,0.5743521517429934,0.14445234670456503,4.6197606411693556e-08,0.14445234670456503
rpe_translation_m,max_reprojection_error_px,1419,-0.007803807479515763,0.7689781018305656,0.10378287641083098,8.980800947748448e-05,0.10378287641083098
rpe_translation_m,submit_to_publish_latency_sec,1419,0.11177965732053871,2.440663819501345e-05,0.09523705387409935,0.00032745772029623663,0.09523705387409935
rpe_translation_m,avg_reprojection_error_px,1419,0.07669017055413187,0.003845057187396299,0.07281018626062022,0.006070344567494779,0.07281018626062022
rpe_translation_m,rpe_rotation_deg,1419,-0.15153120177357982,9.679824713822185e-09,0.054801628888482806,0.03900934666546807,0.054801628888482806
rpe_translation_m,pose_position_cov_trace_m2,1419,0.018601541434711093,0.48382988852918807,0.04252356339031934,0.1093417229016923,0.04252356339031934
rpe_translation_m,outlier_count,1419,-0.03988286367684423,0.13318864605988076,-0.035480284180968547,0.18162399388823605,0.035480284180968547
rpe_translation_m,marginalization_flag,1419,-0.04193366614144793,0.1143526724877211,-0.024880965141218285,0.34897699484844424,0.024880965141218285
rpe_rotation_deg,latest_frame_active_reprojection_sample_count,1419,-0.6442510304968938,3.2763072644648678e-167,-0.493655400510168,4.879193086550029e-88,0.493655400510168
rpe_rotation_deg,new_feature_count,1419,0.6643541212740189,2.2024733487511076e-181,0.48532088638572796,9.942087188986418e-85,0.48532088638572796
rpe_rotation_deg,tracked_feature_count,1419,-0.6394043380945558,5.943903916216158e-164,-0.4834846442861677,5.179843503430988e-84,0.4834846442861677
rpe_rotation_deg,avg_reprojection_error_px,1419,0.19685870417494722,7.298304693786794e-14,0.4294896080262921,8.919804519906786e-65,0.4294896080262921
rpe_rotation_deg,latest_frame_active_reprojection_mean_px,1419,0.06090987571704755,0.02175833610480122,0.41417028907642545,6.368347485102615e-60,0.41417028907642545
rpe_rotation_deg,marginalization_flag,1419,-0.44186484876167637,6.958739683610357e-69,-0.4061834789889163,1.7230952641682886e-57,0.4061834789889163
rpe_rotation_deg,max_reprojection_error_px,1419,0.07516079944987027,0.004614355161366934,0.39602928508349744,1.7153258110367282e-54,0.39602928508349744
rpe_rotation_deg,long_track_count,1419,-0.4525255640420055,1.461639716570376e-72,-0.35466088400940954,2.5764859733577832e-43,0.35466088400940954
rpe_rotation_deg,outlier_count,1419,0.2695275529874136,4.847550258937092e-25,0.3299839102488574,2.1466845062464093e-37,0.3299839102488574
rpe_rotation_deg,reprojection_sample_count,1419,-0.44662426496975716,1.6474467608012143e-70,-0.32839073257004686,4.963808495662221e-37,0.32839073257004686
rpe_rotation_deg,latest_frame_active_reprojection_sum_px,1419,0.014379539158367542,0.5883543331478329,0.3128820802149586,1.3415385439722927e-33,0.3128820802149586
rpe_rotation_deg,avg_parallax_px,1419,0.389931862770271,9.65957212593138e-53,0.27624637124043266,2.856999095768516e-26,0.27624637124043266
rpe_rotation_deg,submit_to_publish_latency_sec,1419,0.0740818890537944,0.005238106117516408,0.17458170601209633,3.5546744730739215e-11,0.17458170601209633
rpe_rotation_deg,pose_position_cov_trace_m2,1419,-0.02649922695203978,0.31851644549223995,-0.1312010362553725,7.071522002923405e-07,0.1312010362553725
rpe_rotation_deg,feature_count,1419,-0.2102825341021446,1.2050307973782417e-15,-0.11460373598344861,1.5078433838432754e-05,0.11460373598344861
rpe_rotation_deg,pose_rotation_cov_trace_rad2,1419,-0.04821884838780535,0.06939475395440836,-0.1016675022894739,0.00012487904654483466,0.1016675022894739
rpe_rotation_deg,rpe_translation_m,1419,-0.15153120177357984,9.679824713822185e-09,0.054801628888482806,0.03900934666546807,0.054801628888482806
