target,variable,n,pearson_r,pearson_p,spearman_rho,spearman_p,abs_spearman_rho
rpe_translation_m,feature_count,770,0.2401473695621975,1.457779274719558e-11,0.36471220222868833,1.2303141485947988e-25,0.36471220222868833
rpe_translation_m,rpe_rotation_deg,770,-0.30905022071969257,1.6694524843705582e-18,-0.3548026346354561,2.935272547561165e-24,0.3548026346354561
rpe_translation_m,imu_preintegration_dt_sec,770,0.37204963917874717,1.0924654381901321e-26,0.3542407955853598,3.501941792434916e-24,0.3542407955853598
rpe_translation_m,imu_position_cov_trace,770,0.0135424999088598,0.7075148359904417,0.3348020873615668,1.2682043500575624e-21,0.3348020873615668
rpe_translation_m,imu_rotation_cov_trace,770,0.3757313158298263,3.1656356393295804e-27,0.3318031590240593,3.034339828279193e-21,0.3318031590240593
rpe_translation_m,imu_velocity_cov_trace,770,0.289109351185971,2.7265952963457395e-16,0.29713784321718895,3.6756528746466773e-17,0.29713784321718895
rpe_translation_m,reprojection_sample_count,770,0.21913270182273928,7.963512142486798e-10,0.27272555881508964,1.3395000458200402e-14,0.27272555881508964
rpe_translation_m,avg_reprojection_error_px,770,-0.21182088932365614,2.925525136286708e-09,-0.24851261432298,2.65707733085354e-12,0.24851261432298
rpe_translation_m,latest_frame_active_reprojection_sample_count,770,0.057505060450673405,0.11084023851798568,0.1819170772382185,3.729728283310991e-07,0.1819170772382185
rpe_translation_m,outlier_count,770,-0.12562827589870815,0.00047542732840668775,-0.17943855943752596,5.390587243980289e-07,0.17943855943752596
rpe_translation_m,latest_frame_active_reprojection_mean_px,770,-0.07985834870972029,0.026697043892365897,-0.1723168635870462,1.51040741767874e-06,0.1723168635870462
rpe_translation_m,long_track_count,770,0.08109014247483068,0.02443554193964336,0.1588212147925849,9.507338436751713e-06,0.1588212147925849
rpe_translation_m,latest_frame_active_reprojection_sum_px,770,-0.060402020386252205,0.09395492211391365,-0.15315625361214913,1.9704331341830678e-05,0.15315625361214913
rpe_translation_m,tracked_feature_count,770,0.03559735182754785,0.3238905909807406,0.13680665946813114,0.00014010591436234936,0.13680665946813114
rpe_translation_m,new_feature_count,770,-0.03559735182754786,0.3238905909807406,-0.13680665946813114,0.00014010591436234936,0.13680665946813114
rpe_translation_m,max_reprojection_error_px,770,-0.04854280738014227,0.1784272810041514,-0.1003711786131726,0.00530828592871325,0.1003711786131726
rpe_translation_m,avg_parallax_px,770,-0.04031278955964548,0.26387830909005827,-0.09537032709375512,0.008093166265500435,0.09537032709375512
rpe_rotation_deg,imu_preintegration_dt_sec,770,-0.292172244223768,1.2789783800880014e-16,-0.4914481806465049,4.614716915090127e-48,0.4914481806465049
rpe_rotation_deg,imu_position_cov_trace,770,-0.058918291813297996,0.10232615571200081,-0.4779839397272119,3.3234950055943383e-45,0.4779839397272119
rpe_rotation_deg,imu_rotation_cov_trace,770,-0.29626115882331416,4.5889564450968596e-17,-0.47342992416515894,2.8815436021004893e-44,0.47342992416515894
rpe_rotation_deg,imu_velocity_cov_trace,770,-0.24241618820789826,9.244843859428836e-12,-0.3674866112424515,4.9610492520404806e-26,0.3674866112424515
rpe_rotation_deg,rpe_translation_m,770,-0.30905022071969257,1.6694524843705582e-18,-0.3548026346354561,2.935272547561165e-24,0.3548026346354561
rpe_rotation_deg,reprojection_sample_count,770,-0.4028584895497141,2.080147772105327e-31,-0.3267731683830143,1.2828746081540937e-20,0.3267731683830143
rpe_rotation_deg,feature_count,770,-0.29536891475823546,5.747294970231793e-17,-0.27585796193041445,6.4901235226635636e-15,0.27585796193041445
rpe_rotation_deg,avg_reprojection_error_px,770,0.14309902311524259,6.750534681190913e-05,0.21075655052875455,3.522013580098194e-09,0.21075655052875455
rpe_rotation_deg,latest_frame_active_reprojection_sample_count,770,-0.1489258654271688,3.339754142034489e-05,-0.15998694886259313,8.1574142898661e-06,0.15998694886259313
rpe_rotation_deg,long_track_count,770,-0.18705182625305802,1.7111474631427772e-07,-0.15607578307199177,1.3577820667512161e-05,0.15607578307199177
rpe_rotation_deg,latest_frame_active_reprojection_mean_px,770,0.11651973142836186,0.0011991689062490058,0.15058672637417078,2.719441792283824e-05,0.15058672637417078
rpe_rotation_deg,tracked_feature_count,770,-0.1416660626592333,7.993399575229771e-05,-0.13599193984601698,0.0001536529459061379,0.13599193984601698
rpe_rotation_deg,new_feature_count,770,0.14166606265923332,7.993399575229771e-05,0.13599193984601698,0.0001536529459061379,0.13599193984601698
rpe_rotation_deg,latest_frame_active_reprojection_sum_px,770,0.12056089613787419,0.0008016379034026199,0.1186169090405731,0.0009744985326521189,0.1186169090405731
rpe_rotation_deg,outlier_count,770,0.020271790885792312,0.5743454974663901,0.1087233092611027,0.00251934965773301,0.1087233092611027
rpe_rotation_deg,avg_parallax_px,770,0.055412357807503095,0.12446162866101099,0.09238845179146722,0.010317630383099028,0.09238845179146722
rpe_rotation_deg,max_reprojection_error_px,770,0.018882733168563173,0.6008559691550842,0.031751217214171276,0.37894003173805046,0.031751217214171276
