sequence,pose_rotation_cov_trace_rad2,new_feature_count,tracked_feature_count,avg_reprojection_error_px,latest_frame_active_reprojection_sample_count,latest_frame_active_reprojection_sum_px,latest_frame_active_reprojection_mean_px,long_track_count,submit_to_publish_latency_sec,max_reprojection_error_px,marginalization_flag,avg_parallax_px,feature_count,reprojection_sample_count,outlier_count,pose_position_cov_trace_m2
spot_forest_hard,0.2332594355784669,0.1739447625389166,-0.1739447625389166,0.0504280402111899,-0.1348903287263157,0.0160397007917917,0.0241344294077531,-0.1647056082433728,-0.0206374390955246,0.1108939808928587,-0.0744950400098987,0.1267765712382592,0.2440036191096416,-0.0747723689914502,0.0183770071329307,-0.033412823223434
spot_forest_road_1,0.5684282292350659,0.600393627501562,-0.600393627501562,0.4211619882333142,-0.599696656674842,0.4238361094235119,0.4229952736255339,-0.4853949500426983,0.4730993481371637,-0.1322084882415332,-0.238781285275898,0.4587569027323943,-0.129552405950351,-0.3527377173814984,0.1882997306842418,-0.034607555570981
spot_indoor_building_loop,-0.0754762713982678,0.0716145565277781,-0.0121276195148356,-0.0329397654872763,-0.0115295624819015,0.0945208261074585,0.0526405143517778,-0.0091664130962579,0.0821602663967903,-0.0756169949482842,0.1106734151396887,-0.0300083151964327,0.0239206075385628,-0.0147003992201079,-0.0331883672253636,0.1088555703873942
spot_indoor_stairs,-0.1288421652172039,0.334076315090662,-0.3249265460166988,0.5045391017976151,-0.3257625797099533,0.3571534813737771,0.4232383098850042,-0.1649291048928591,0.2443205891345681,0.4682987426147553,-0.3426473437428479,0.0237352680630597,-0.0079715184375385,-0.0196650761281085,0.4078284797290806,-0.0096446499323822
spot_outdoor_day_penno_short_loop,0.4743667288968866,0.2317570157164596,-0.2314639140862608,0.0728101862606202,-0.2194430930618467,0.1606264789001185,0.144452346704565,-0.1995422232511994,0.0952370538740993,0.1037828764108309,-0.0248809651412182,0.1474634155025718,-0.2487855171593687,-0.1670450342477145,-0.0354802841809685,0.0425235633903193
spot_outdoor_day_skatepark_1,0.0854969834622144,0.0054473046454703,-0.0052769035106851,0.2393004272063467,0.0043542848474992,0.1649300068607912,0.1481335208828263,0.1809586984175726,0.1178376694549915,0.0629408074927258,-0.087838108119165,0.0918824377531833,0.1483496216267168,0.1470891755831597,0.0662497134941824,0.0437200508963481
