sequence,submit_to_publish_latency_sec,reprojection_sample_count,pose_rotation_cov_trace_rad2,latest_frame_active_reprojection_sample_count,tracked_feature_count,feature_count,long_track_count,new_feature_count,latest_frame_active_reprojection_sum_px,outlier_count,avg_reprojection_error_px,latest_frame_active_reprojection_mean_px,max_reprojection_error_px,pose_position_cov_trace_m2,avg_parallax_px
spot_forest_hard,0.3340063548196805,0.2795513040560661,0.0152253709114304,0.1852581518463999,0.1375601381565501,0.3774155802410169,0.1628314973803722,-0.1375601381565501,-0.1576310307817697,-0.1883793663417423,-0.2506805313613893,-0.1782219187460215,-0.0998180610381002,0.0210083086576384,-0.0914007310766732
spot_forest_road_1,0.4373648655998783,0.2014957338160413,0.2431184310615632,0.2395305244470183,0.2355817601219381,0.0041777868953219,0.1762114469515987,-0.2355817601219381,0.243077296840609,0.0493899250551148,0.1116585986706843,0.149388028906995,0.0461070922217266,0.2079412287285926,0.0035151784713324
spot_indoor_building_loop,0.5807219607875249,0.1864269895788144,-0.3263630993111292,0.3301351899209778,0.3300641027289136,0.2270948919005484,0.1766956935067631,-0.1802094699206648,0.1086946423138724,-0.1438174109535378,-0.0600564639107789,-0.0606807919088288,-0.1766903742550895,0.0707032659845919,-0.0178551074836398
spot_indoor_stairs,0.1812729530866118,0.041532858634086,-0.2485192790895156,0.0622170188595232,0.0620770007725793,0.0812793949789403,-0.0330012462713266,0.0098525709828881,0.088130619294757,0.0343512334637056,0.0929390048551414,0.0841329301068403,0.0622208156181769,0.0395086787076687,0.0015986768245662
spot_outdoor_day_penno_short_loop,0.3816123811567002,0.2185339366714663,0.2721553278066746,0.1909179120150028,0.1720365799600882,-0.0308868418825714,0.1471251714872661,-0.1755302116413667,0.0038417863112695,-0.2148820495647574,-0.1216567543944791,-0.0785253972192228,-0.1647683448627717,0.0277423115460878,-0.0524324516050233
spot_outdoor_day_skatepark_1,0.0265402036535802,0.2778769769670321,-0.083664908940018,0.1450036253641079,0.1341425254221548,0.2759913892283785,0.1831587384222462,-0.1342334711354623,-0.1313046624941387,-0.0972384326972562,0.0783324858760449,-0.1525764900157938,-0.075212159133291,0.0184999526303355,0.1347574419240439
